n,bt_solution_found,bt_nodes_explored,bt_time_seconds,bt_first_solution_found,bt_first_nodes_explored,bt_first_time_seconds,bt_mcv_solution_found,bt_mcv_nodes_explored,bt_mcv_time_seconds,bt_lcv_solution_found,bt_lcv_nodes_explored,bt_lcv_time_seconds,bt_mcv_hybrid_solution_found,bt_mcv_hybrid_nodes_explored,bt_mcv_hybrid_time_seconds,sa_success_rate,sa_timeout_rate,sa_failure_rate,sa_total_runs,sa_successes,sa_failures,sa_timeouts,sa_success_steps_mean,sa_success_steps_median,sa_success_evals_mean,sa_success_evals_median,sa_timeout_steps_mean,sa_timeout_steps_median,sa_timeout_evals_mean,sa_timeout_evals_median,sa_success_time_mean,sa_success_time_median,ga_success_rate,ga_timeout_rate,ga_failure_rate,ga_total_runs,ga_successes,ga_failures,ga_timeouts,ga_success_gen_mean,ga_success_gen_median,ga_success_evals_mean,ga_success_evals_median,ga_timeout_gen_mean,ga_timeout_gen_median,ga_timeout_evals_mean,ga_timeout_evals_median,ga_success_time_mean,ga_success_time_median,ga_pop_size,ga_max_gen,ga_pm,ga_pc,ga_tournament_size
8,1,27,0.00017619998834561557,1,876,6.44000101601705e-05,1,83,0.00010960000508930534,1,55,0.0001581999968038872,1,27,0.00017619998834561557,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,0,0,0.0,0.0,0
16,1,307,0.0022298999974736944,1,160712,0.008677300007548183,1,48,0.00015529998927377164,1,2724,0.008446199994068593,1,307,0.0022298999974736944,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,0,0,0.0,0.0,0
