n,algorithm,solution_found,nodes_explored,time_seconds
8,BT_FIRST,True,876,6.44000101601705e-05
8,BT_MCV,True,83,0.00010960000508930534
8,BT_LCV,True,55,0.0001581999968038872
8,BT_MCV_HYBRID,True,27,0.00017619998834561557
16,BT_FIRST,True,160712,0.008677300007548183
16,BT_MCV,True,48,0.00015529998927377164
16,BT_LCV,True,2724,0.008446199994068593
16,BT_MCV_HYBRID,True,307,0.0022298999974736944
